mimun,census_hhsize,census_age_hh,census_male_hh,census_piped_water,census_no_piped_water,census_no_sewage,census_sewage_pub,census_sewage_priv,census_electricity,census_telephone,census_cellphone,census_internet,census_automobile,census_computer,census_washmachine,census_fridge,census_television,census_share_under15,census_share_elderly,census_share_adult,census_max_tertiary,census_max_secondary,census_share_female,gis_arvimin,gis_arvimax,gis_arvimean,gis_arvisum,gis_arvistddev,gis_baeimin,gis_baeimax,gis_baeimean,gis_baeisum,gis_baeistddev,gis_bimin,gis_bimax,gis_bimean,gis_bisum,gis_bistddev,gis_brbamin,gis_brbamax,gis_brbamean,gis_brbasum,gis_brbastddev,gis_bumin,gis_bumax,gis_bumean,gis_busum,gis_bustddev,gis_evimin,gis_evimax,gis_evimean,gis_evisum,gis_evistddev,gis_ibimin,gis_ibimax,gis_ibimean,gis_ibisum,gis_ibistddev,gis_mndwimin,gis_mndwimax,gis_mndwimean,gis_mndwisum,gis_mndwistddev,gis_nbaimin,gis_nbaimax,gis_nbaimean,gis_nbaisum,gis_nbaistddev,gis_nbimin,gis_nbimax,gis_nbimean,gis_nbisum,gis_nbistddev,gis_ndbimin,gis_ndbimax,gis_ndbimean,gis_ndbisum,gis_ndbistddev,gis_ndvimin,gis_ndvimax,gis_ndvimean,gis_ndvisum,gis_ndvistddev,gis_ndwimin,gis_ndwimax,gis_ndwimean,gis_ndwisum,gis_ndwistddev,gis_srmin,gis_srmax,gis_srmean,gis_srsum,gis_srstddev,gis_uimin,gis_uimax,gis_uimean,gis_uisum,gis_uistddev,gis_ndsimin,gis_ndsimax,gis_ndsimean,gis_ndsisum,gis_ndsistddev,gis_varimin,gis_varimax,gis_varimean,gis_varisum,gis_varistddev,gis_savimin,gis_savimax,gis_savimean,gis_savisum,gis_savistddev,gis_osavimin,gis_osavimax,gis_osavimean,gis_osavisum,gis_osavistddev,gis_ndmimin,gis_ndmimax,gis_ndmimean,gis_ndmisum,gis_ndmistddev,gis_mdeamin,gis_mdeamax,gis_mdeamean,gis_mdeasum,gis_mdeastddev,gis_mdepmin,gis_mdepmax,gis_mdepmean,gis_mdepsum,gis_mdepstddev,hhid,estado,municipio,gis_ntl_count_2014,gis_ntl_area_2014,gis_ntl_min_2014,gis_ntl_max_2014,gis_ntl_range_2014,gis_ntl_mean_2014,gis_ntl_std_2014,gis_ntl_sum_2014,gis_ntl_median_2014,gis_ntl_pct90_2014,gis_ntl_count_2016,gis_ntl_area_2016,gis_ntl_min_2016,gis_ntl_max_2016,gis_ntl_range_2016,gis_ntl_mean_2016,gis_ntl_std_2016,gis_ntl_sum_2016,gis_ntl_median_2016,gis_ntl_pct90_2016,gis_ntl_count_2017,gis_ntl_area_2017,gis_ntl_min_2017,gis_ntl_max_2017,gis_ntl_range_2017,gis_ntl_mean_2017,gis_ntl_std_2017,gis_ntl_sum_2017,gis_ntl_median_2017,gis_ntl_pct90_2017,gis_ntl_count_2018,gis_ntl_area_2018,gis_ntl_min_2018,gis_ntl_max_2018,gis_ntl_range_2018,gis_ntl_mean_2018,gis_ntl_std_2018,gis_ntl_sum_2018,gis_ntl_median_2018,gis_ntl_pct90_2018,gis_ntl_count_2019,gis_ntl_area_2019,gis_ntl_min_2019,gis_ntl_max_2019,gis_ntl_range_2019,gis_ntl_mean_2019,gis_ntl_std_2019,gis_ntl_sum_2019,gis_ntl_median_2019,gis_ntl_pct90_2019,gis_ntl_count_2020,gis_ntl_area_2020,gis_ntl_min_2020,gis_ntl_max_2020,gis_ntl_range_2020,gis_ntl_mean_2020,gis_ntl_std_2020,gis_ntl_sum_2020,gis_ntl_median_2020,gis_ntl_pct90_2020,gis_ntl_count_2021,gis_ntl_area_2021,gis_ntl_min_2021,gis_ntl_max_2021,gis_ntl_range_2021,gis_ntl_mean_2021,gis_ntl_std_2021,gis_ntl_sum_2021,gis_ntl_median_2021,gis_ntl_pct90_2021
1211038,1.4499184,-1.2352371,.39816093,-1.7952553,1.8054,-.14698185,.11806037,-.111008,-.1047258,-1.3480729,.37535644,-.87303209,,-.98638815,-.39723453,-1.2086585,.35976693,1.6038461,-1.2623259,-.90799075,-1.0188615,.025072033,.28152278,-.184,.78500003,.21600001,5602.0142,.117,.171,.62400001,.34799999,9008.4951,.039999999,-.417,.192,.037999999,989.54602,.077,.228,1.4299999,.50700003,13114.176,.082999997,-1.2920001,.16599999,-.38699999,-10026.786,.19,-.38,18.156,.83899999,21714.67,.294,-.41999999,.147,-.011,-284.24799,.075000003,-.54699999,.21799999,-.38299999,-9916.4004,.061999999,.99400002,1,.99800003,25819.441,.001,-.88099998,.25099999,-.47099999,-12185.124,.12,-.50199997,.197,-.032000002,-817.10999,.094999999,-.024,.80699998,.35600001,9209.6758,.106,-.736,.018999999,-.40799999,-10553.306,.088,.95300001,9.3549995,2.211,57225.645,.69800001,-.72799999,.19400001,-.167,-4332.0322,.119,-.54699999,.21799999,-.38299999,-9916.4004,.061999999,-.31099999,.28,-.090000004,-2317.803,.043000001,-.035999998,1.21,.53399998,13812.828,.15899999,-.024,.80699998,.35600001,9209.3164,.106,-.197,.50199997,.032000002,817.10999,.094999999,2009,2205,2065.26,53448925,39.776001,0,8.3269997,1.1440001,29613.146,.78799999,210380000002,21,38,115,.0019965279,.86805564,18.24371,17.375654,3.685909,3.6608415,423.87955,2.1785364,9.3424673,115,.0019965279,.77395439,19.806511,19.032557,3.7928052,3.7580845,436.17258,2.4507358,9.121191,115,.0019965279,.98740774,19.378897,18.391489,4.0519619,3.6760838,465.97559,2.5492921,9.155549,115,.0019965279,1.1418569,19.16326,18.021402,4.405899,3.9453447,506.67841,2.855437,9.9921103,115,.0019965279,1.0959939,18.223848,17.127855,4.5709496,3.8969538,525.65918,3.0315354,10.050843,115,.0019965279,1.4139082,19.213793,17.799885,5.3094769,4.2272682,610.58984,3.6369648,11.341031,115,.0019965279,1.2620553,19.751894,18.48984,5.2503572,4.3027711,603.79108,3.4866259,11.855011
1211039,-.5850516,-.12261196,-1.2309182,-.22317721,.2341654,.9641397,-.71386665,.71740085,-.62090772,-.80695313,-1.3337866,-1.2096159,,-1.0798801,-2.033633,-2.7939823,-1.7467798,.4312768,.79793483,-1.000024,-1.0878981,-.53197944,.49449867,-.022,1.025,.69400001,47283.988,.11,.093999997,.41100001,.18099999,12327.677,.035,-.498,.199,-.204,-13909.711,.083999999,.116,.70300001,.236,16077.606,.052000001,-1.3839999,-.014,-1.01,-68807.516,.153,-45.233002,43.714001,2.0009999,136354.45,.57599998,-.48199999,.148,-.198,-13516.171,.064999998,-.671,.0099999998,-.54000002,-36789.934,.046999998,.95200002,.99900001,.991,67530.281,.0040000002,-.85600001,-.115,-.45199999,-30839.109,.063000001,-.53100002,.197,-.25799999,-17568.385,.078000002,.16599999,.89200002,.75199997,51239.129,.079999998,-.81300002,-.208,-.69800001,-47585.625,.057,1.397,17.591,7.7449999,527867.69,2.289,-.745,.17200001,-.54799998,-37320.754,.102,-.671,.0099999998,-.54000002,-36789.934,.046999998,-.215,1.1160001,.186,12702.664,.105,.248,1.3380001,1.127,76845.805,.12,.16599999,.89200002,.75199997,51236.379,.079999998,-.197,.53100002,.25799999,17568.385,.078000002,834,2676,1635.1801,111450587,343.483,0,69.508003,26.433001,1801619.5,11.7,210390000001,21,39,304,.005277778,.15088364,5.6936393,5.5427556,.69678557,.688025,211.82281,.46214336,1.3260055,304,.005277778,.10707293,5.1054764,4.9984035,.52520192,.61520684,159.66139,.3281807,.94241285,304,.005277778,.31491157,6.3193836,6.0044723,.74059039,.65186399,225.13947,.53368473,1.2190545,304,.005277778,.3233285,5.594399,5.2710705,.77364337,.61066943,235.18759,.57795089,1.3070422,304,.005277778,.27677324,6.3432655,6.0664921,.75483084,.66972619,229.46858,.5419966,1.3033148,304,.005277778,.38184592,5.5815687,5.1997228,.81793416,.59962624,248.65198,.63457537,1.2818948,304,.005277778,.3872256,4.8429708,4.4557452,.76147884,.53010637,231.48956,.6093058,1.1489787
1211040,1.0140585,-1.3979976,.33187523,-1.2962708,1.2989784,-.0097399419,-.27755678,.27943027,-.23655227,-.99903876,-.24349637,-1.1382395,,-1.113826,-1.0880727,-.88418597,.24804753,1.6458464,-.86055773,-1.2211617,-1.0595018,1.284577,.12305776,-.43000001,.815,.26800001,47718.473,.147,.155,.84799999,.303,53882.301,.050000001,-.329,.38999999,.064000003,11317.369,.071999997,.20200001,3.9260001,.41999999,74740.352,.090999998,-1.206,.23,-.382,-67992.078,.19,-6.1960001,11.748,.98799998,175960.47,.38800001,-.391,.30500001,.021,3745.5139,.061999999,-.67900002,.65899998,-.45500001,-80953.273,.063000001,.98699999,.99900001,.99699998,177532.98,.001,-1.655,1.604,-.60000002,-106901.67,.106,-.442,.405,.015,2694.0149,.078000002,-.36500001,.83099997,.39700001,70686.094,.122,-.74900001,.45500001,-.43900001,-78268.078,.093000002,.465,10.823,2.4920001,443924.5,.92400002,-.64999998,.38600001,-.16599999,-29534.611,.114,-.67900002,.65899998,-.45500001,-80953.273,.063000001,-.31200001,.45500001,-.071999997,-12896.605,.061000001,-.54799998,1.2460001,.59500003,106013.61,.183,-.36500001,.83099997,.39700001,70682.781,.122,-.405,.442,-.015,-2694.0149,.078000002,1956,2564,2199.884,391830223,101.805,0,45.119999,6.7420001,1200811.1,5.414,210400000001,21,40,790,.013715278,.409958,14.98891,14.578952,1.5104139,1.7531551,1193.2271,.81912154,3.3567247,790,.013715278,.41403598,14.59866,14.184625,1.5846621,1.8717122,1251.8831,.82202786,3.5037227,790,.013715278,.61333901,18.206682,17.593344,1.797447,1.8693463,1419.9832,1.0694534,3.8653212,790,.013715278,.68261242,18.74572,18.063107,1.9201783,1.7623804,1516.9409,1.2248374,3.7087021,790,.013715278,.62712681,19.724531,19.097404,1.8022425,1.6761627,1423.7716,1.1591854,3.5260921,790,.013715278,.77922112,26.930647,26.151426,2.0017965,1.8527972,1581.4193,1.3507702,3.6263077,790,.013715278,.78286308,23.491302,22.708439,2.00302,1.8745515,1582.3857,1.3170359,3.8327558
1211041,-1.1399909,-2.0995355,-.16396454,.66839039,-.67179394,-.8012082,1.3061981,-1.3248068,.72809207,1.1288042,1.0580151,1.4803774,,1.672586,.59862345,.67240572,.77991903,-.24284595,-1.9551431,1.5737228,2.1077948,-1.3787541,.49563429,-.19599999,.78200001,.186,7892.959,.168,.182,.85500002,.36500001,15503.005,.067000002,-.34799999,.27599999,.037999999,1626.474,.074000001,.24699999,2.885,.55400002,23502.219,.155,-1.2130001,.278,-.35499999,-15067.741,.223,-10.241,16.364,.77499998,32863.512,.43099999,-.41600001,.244,-.012,-488.81699,.067000002,-.55599999,.52700001,-.347,-14739.766,.105,.991,1,.99699998,42313.656,.001,-1.1109999,.66799998,-.414,-17573.66,.134,-.5,.33199999,-.033,-1382.286,.081,-.057999998,.80599999,.32300001,13685.455,.156,-.72600001,.25400001,-.37200001,-15776.118,.13600001,.89099997,9.2919998,2.151,91240.109,.949,-.676,.39199999,-.16,-6794.6611,.131,-.55599999,.52700001,-.347,-14739.766,.105,-.359,.39300001,-.081,-3451.6899,.061000001,-.086000003,1.2079999,.484,20525.354,.234,-.057999998,.80599999,.32300001,13684.851,.156,-.33199999,.5,.033,1382.286,.081,2079,2222,2172.667,92166728,24.15,0,63.869999,2.4170001,102512.83,6.5669999,210410000001,21,41,188,.0032638889,4.9736128,87.989403,83.015793,22.220589,14.455634,4177.4707,17.701319,44.004734,188,.0032638889,5.3695431,82.357231,76.987686,25.324932,15.637739,4761.0874,19.740921,50.900284,188,.0032638889,6.0980525,81.087761,74.989708,25.752382,14.527327,4841.4478,20.87468,48.706295,188,.0032638889,7.1281323,89.899864,82.771729,26.228733,14.570205,4931.002,21.867363,47.457275,188,.0032638889,7.4393625,65.405067,57.965706,25.957674,11.990167,4880.0425,23.480947,43.150562,188,.0032638889,8.0349112,64.291374,56.256462,28.535322,12.238963,5364.6406,26.532841,47.111732,188,.0032638889,7.8205762,65.399582,57.579006,29.915007,12.61758,5624.0215,28.623369,47.989315
1211043,.45883343,.30993548,-.21447968,-.19375871,.20476268,.19874081,-1.2541889,1.2554319,-2.1089904,-.84913534,-.38377243,-.70643562,,-.6401704,-1.789121,-2.0371988,-2.2282207,.65818822,.48175508,-1.0394045,-.16899718,-.31380531,.68569183,-.086999997,1.138,.75999999,153460.86,.092,.079000004,.87699997,.167,33777.371,.037,-.514,.213,-.27500001,-55496.641,.071000002,.097999997,4.0310001,.222,44829.258,.068999998,-1.4170001,-.0089999996,-1.119,-225949.09,.131,-57.111,38.256001,2.2409999,452396.38,.36500001,-.60100001,.15700001,-.257,-51809.258,.056000002,-.69199997,.565,-.51800001,-104548.31,.048,.85699999,1.469,.991,200080.42,.003,-.954,.61500001,-.39700001,-80124.969,.052000001,-.667,.20200001,-.32499999,-65613.914,.066,.068000004,.917,.79400003,160335.19,.071000002,-.852,-.126,-.72000003,-145274.3,.054000001,1.145,23.106001,9.5089998,1919383.9,2.562,-1.034,.145,-.63099998,-127372.92,.083999999,-.69199997,.565,-.51800001,-104548.31,.048,-.34,1.554,.28,56491.938,.097000003,.101,1.375,1.191,240470.23,.106,.068000004,.917,.79400003,160328.25,.071000002,-.20200001,.667,.32499999,65613.914,.066,105,1600,769.88501,155407405,370.995,0,61.958,17.528999,3538424.8,10.048,210430000003,21,43,904,.015694445,.13526769,15.493005,15.357738,.73182893,1.153953,661.57336,.53945851,1.2211945,904,.015694445,.09245111,13.405393,13.312942,.61290538,.9563207,554.06647,.42834488,1.0167586,904,.015694445,.2825298,12.094724,11.812194,.81726444,.91081399,738.80707,.64068127,1.2735724,904,.015694445,.29245165,12.248072,11.95562,.83273989,.86271352,752.79688,.67030156,1.2841654,904,.015694445,.23012534,13.726364,13.496239,.80995798,.97879863,732.20203,.61586952,1.289979,904,.015694445,.34036392,12.530526,12.190163,.87311757,.91077131,789.29828,.69112021,1.2943678,904,.015694445,.35853261,11.630907,11.272374,.88788682,.89801377,802.64966,.714504,1.2499253
1211044,.8399685,.047168486,.89505112,.63105834,-.65181023,.058005653,.4394106,-.44213691,.36541978,-.32027981,-.31803882,-.73147243,,-.89140946,-.81221509,-.96521288,.40356308,.95270216,-.30986601,-.83109611,-.62937027,1.0346708,.9961344,-.19,.76599997,.177,59288.246,.169,.152,1.006,.32100001,107555.03,.052000001,-.37,.27700001,.106,35488.883,.097999997,.18799999,2.733,.44,147399.77,.088,-1.256,.248,-.315,-105518.09,.234,-7.8080001,4.5310001,.68699998,229940.3,.368,-.505,.208,.046,15521.521,.082999997,-.62199998,.34400001,-.46799999,-156846.25,.052000001,.98000002,.99900001,.99699998,333681.41,.0020000001,-1.249,.56999999,-.60900003,-203817.63,.117,-.58600003,.28600001,.037999999,12758.224,.104,-.014,.82099998,.35299999,118276.32,.138,-.77499998,-.016000001,-.433,-145131.33,.097000003,.972,10.201,2.335,781883.69,1.2,-.70499998,.237,-.086000003,-28891.477,.161,-.62199998,.34400001,-.46799999,-156846.25,.052000001,-.30199999,.237,-.125,-41726.363,.072999999,-.022,1.232,.52999997,177386.08,.208,-.014,.82099998,.35299999,118270.26,.138,-.28600001,.58600003,-.037999999,-12758.224,.104,2281,3061,2493.6011,834875111,116.279,0,51.528,5.1209998,1714539.4,8.3979998,210440000001,21,44,1499,.026024306,.094282836,7.5081897,7.4139071,.3419778,.62320852,512.62469,.17214176,.58282226,1499,.026024306,.042205714,4.9776154,4.9354095,.27742469,.46469674,415.85962,.12660666,.58593518,1499,.026024306,.24614461,5.6871753,5.4410305,.50739068,.49684426,760.57861,.34244496,.88353676,1499,.026024306,.24321795,5.0613775,4.8181596,.48958555,.46959153,733.88873,.33392748,.82174939,1499,.026024306,.19138658,5.7064829,5.5150962,.50756919,.59072757,760.84625,.30167332,1.03149,1499,.026024306,.32334381,7.1229877,6.799644,.67296892,.65721661,1008.7804,.44844893,1.2190485,1499,.026024306,.32839841,9.6002331,9.2718344,.67633003,.70209801,1013.8187,.45192179,1.1720215
1211045,-.004481825,.36936721,-.43772507,.51566482,-.51251745,.05143616,.8249591,-.81840491,.74244171,-.050280631,-.18221223,-.35915995,,-.19619684,-.39696005,-1.0469579,.59726715,-.069263324,.33264238,-.14034514,.37738502,-.29750746,1.1101831,-2.043,1.846,.13500001,58261.07,.15000001,-2.0239999,3.421,.37599999,162705.77,.064000003,-6.0560002,5.5180001,.071999997,31267.652,.077,-2.635,76.922997,.56599998,245236.17,.53200001,-1.322,12.307,-.303,-131105.16,.19,-15.167,5.7319999,.639,276704.5,.36199999,-6.0929999,2.2019999,.012,5261.4038,.068999998,-6.3099999,3.2809999,-.36399999,-157434.02,.089000002,.954,1.061,.99699998,431565.03,.0020000001,-55,30.125,-.44,-190517.16,.19499999,-.92699999,11.792,-.0080000004,-3287.0491,.086999997,-1.244,1.7460001,.29499999,127818.12,.126,-5.4629998,575,-.36700001,-158903.22,.88,-10.833,9.4139996,1.979,856702.88,.84600002,-15.71,1.143,-.114,-49191.383,.126,-6.3099999,3.2809999,-.36399999,-157434.02,.089000002,-3.2820001,9.6450005,-.117,-50446.746,.055,-1.8890001,2.6129999,.44299999,191692.05,.19,-1.249,1.745,.29499999,127810.62,.126,-11.792,.92699999,.0080000004,3287.0491,.086999997,2371,5610,2732.5911,1183121758,436.66101,0,58.243,6.2150002,2690936,7.6589999,210450000002,21,45,1931,.033524305,-1.5,24.596394,26.096394,.77104539,2.1405499,1488.8885,.24625294,1.4496193,1931,.033524305,-1.5,19.481848,20.981848,.56432706,1.6156907,1089.7156,.16642742,1.1382363,1931,.033524305,-1.5,20.162178,21.662178,.79314458,1.6636735,1531.5621,.38689935,1.3454275,1931,.033524305,-1.5,21.140892,22.640892,.80740309,1.6343908,1559.0953,.415934,1.4072453,1931,.033524305,-1.5,20.314375,21.814375,.75116473,1.6235002,1450.4991,.35779154,1.3067105,1931,.033524305,.28660232,18.743637,18.457035,.88368106,1.5336617,1706.3881,.49835858,1.4501189,1931,.033524305,.32774436,19.331488,19.003744,.92267746,1.6369387,1781.6902,.50498736,1.5072545
1211046,1.4694779,-1.2776552,-.4338496,.37018108,-.36905658,-.47682497,-.43773347,.4379155,.28674316,-.72178274,-.72283614,-.79217196,,-.71305811,-.30173779,-.58664018,.33658201,1.9726288,-1.0142967,-1.4775203,-.88625216,.93050176,.68934882,-.090000004,.829,.32499999,31463.789,.176,.13500001,.60000002,.266,25717.967,.046,-.35800001,.245,.068000004,6557.3418,.105,.168,1.092,.35600001,34453.305,.072999999,-1.227,.234,-.40900001,-39629.363,.257,.169,2.5940001,1.14,110367.32,.45100001,-.34599999,.214,.028999999,2779.2061,.090000004,-.61500001,-.034000002,-.50099999,-48533.23,.046999998,.98199999,.99900001,.995,96401.727,.003,-1.102,.059,-.69599998,-67392.344,.124,-.428,.289,.033,3225.9961,.116,.054000001,.84500003,.44299999,42855.363,.146,-.77899998,-.103,-.46900001,-45412.637,.109,1.115,11.942,2.954,286076.44,1.4960001,-.69700003,.289,-.147,-14273.155,.171,-.61500001,-.034000002,-.50099999,-48533.23,.046999998,-.21699999,.32499999,-.037999999,-3702.7219,.086999997,.082000002,1.268,.66399997,64270.938,.219,.054000001,.84500003,.442,42852.777,.146,-.289,.428,-.033,-3225.9961,.116,1896,2634,2179.4929,211079501,157.623,0,55.671001,15.278,1479683.5,9.8800001,210460000001,21,46,430,.0074652778,.11988585,9.2548847,9.1349993,.70241666,1.3501914,302.03915,.22160068,1.7255815,430,.0074652778,.0652119,7.8367414,7.7715297,.59778219,1.2026231,257.04636,.17124194,1.5167961,430,.0074652778,.25736144,8.5875473,8.3301859,.83188903,1.2580044,357.71231,.37472847,1.8967807,430,.0074652778,.27926168,7.3837128,7.1044512,.82141107,1.1497039,353.20676,.39289498,1.8342569,430,.0074652778,.23225857,6.314158,6.0818992,.71925259,.98869687,309.27863,.34989297,1.7280235,430,.0074652778,.35956231,5.8095298,5.4499674,.83750421,.90331769,360.12683,.49036708,1.7895633,430,.0074652778,.39017946,6.0091271,5.6189475,.83600366,.88744366,359.4816,.49017268,1.6384764
1211047,.25598085,.74370819,.25980055,-.13941488,.1307157,-.52827972,.50052071,-.49930874,.30374733,.98248047,-.34931624,.057483137,,.16063656,.63429147,.46566862,.34728134,.235847,.21450545,-.39650208,.45512399,.26060051,.72589338,-.223,.77700001,.46399999,414596.66,.126,.15700001,.86000001,.23199999,207673.75,.037,-.377,.245,-.0089999996,-8455.3447,.077,.20100001,2.9449999,.30399999,271951.75,.061999999,-1.239,.081,-.63499999,-567030.69,.168,-.121,2.4590001,1.405,1255745.8,.345,-.41100001,.171,-.043000001,-38162.969,.064000003,-.64099997,.41600001,-.53299999,-475979.84,.039999999,.98000002,.99900001,.99400002,888345.75,.001,-1.115,.68300003,-.61900002,-553446.88,.088,-.495,.223,-.061000001,-54581.84,.079000004,-.041000001,.80800003,.574,512448.84,.094999999,-.76700002,.024,-.57300001,-512427.38,.059,.92199999,9.4250002,3.9119999,3495279.3,1.0369999,-.72799999,.148,-.308,-274943.41,.106,-.64099997,.41600001,-.53299999,-475979.84,.039999999,-.338,.31,.011,10061.344,.086000003,-.061000001,1.212,.86000001,768535.25,.14300001,-.041000001,.80800003,.57300001,512419.41,.094999999,-.223,.495,.061000001,54581.84,.079000004,687,2050,1151.119,1028556886,177.763,0,71.846001,16.509001,14750820,9.4099998,210470000002,21,47,3954,.068645835,.033832438,16.003504,15.969671,.21048611,.74781311,832.26208,.095898166,.23296572,3954,.068645835,-.0087540215,12.42381,12.432564,.1340946,.56116027,530.21008,.042749744,.1708737,3954,.068645835,.18649106,13.164502,12.978011,.35073259,.58239233,1386.7966,.25621206,.3979162,3954,.068645835,.180464,12.575266,12.394802,.34623399,.5390206,1369.0093,.25516886,.40198615,3954,.068645835,.14858641,11.305118,11.156531,.30037194,.52296537,1187.6707,.20744017,.36252847,3954,.068645835,.25665325,10.684228,10.427575,.42209554,.52841002,1668.9657,.32138407,.50734442,3954,.068645835,.2593945,10.401733,10.142339,.42564651,.52434701,1683.0063,.32557315,.50531542
1211048,1.6564832,.39537945,-.40073383,.65743184,-.64597112,-.37652227,.99326789,-.99523401,.44474354,.5246461,-.27057505,-.36628446,,-.51746422,-.56790966,-.68227702,.60268921,.45689556,-.0302599,-.47211155,-.52072865,1.2840072,1.0221477,-.106,.81199998,.45100001,40645.34,.191,.138,.58499998,.27700001,24917.779,.068999998,-.43399999,.20200001,-.102,-9215.1807,.125,.17,1.7869999,.38699999,34900.723,.126,-1.346,.079000004,-.755,-68069.023,.27399999,-526.42902,461.11099,1.3150001,118454.27,2.717,-.40799999,.131,-.133,-11983.975,.101,-.63599998,.40599999,-.45300001,-40853.172,.086000003,.97600001,.99900001,.99299997,89519.445,.0040000002,-.80800003,.296,-.41999999,-37870.695,.090000004,-.49900001,.133,-.184,-16567.918,.121,.028999999,.85299999,.57200003,51501.105,.161,-.80500001,-.048,-.57999998,-52231.348,.124,1.059,12.567,4.5289998,408150.44,2.4360001,-.75700003,.169,-.38699999,-34827.859,.175,-.63599998,.40599999,-.45300001,-40853.172,.086000003,-.34099999,.315,.0040000002,398.259,.104,.043000001,1.279,.85699999,77237.773,.242,.028999999,.85299999,.57200003,51498.141,.161,-.133,.49900001,.184,16567.918,.121,2291,3591,2682.9409,241759773,310.99399,0,46.73,7.7729998,700432.56,7.6799998,210480000002,21,48,400,.0069444445,.2390964,7.511138,7.2720413,1.3502517,1.4246588,540.10065,.84131324,3.5559757,400,.0069444445,.19706485,9.4960794,9.299015,1.5140069,1.8877455,605.60272,.74647987,4.1276655,400,.0069444445,.39762297,9.7003784,9.3027554,1.7128611,1.8298845,685.14441,1.0032412,4.3485041,400,.0069444445,.38768712,9.1299629,8.7422762,1.6180953,1.6095374,647.23816,1.0837973,3.8769133,400,.0069444445,.3476373,9.5887728,9.2411356,1.5774726,1.6100177,630.98901,1.061409,3.6490817,400,.0069444445,.47986695,9.4463253,8.9664583,1.7515126,1.6324381,700.60504,1.1839435,4.1015663,400,.0069444445,.50604343,10.109027,9.6029835,1.7980329,1.7529019,719.21313,1.119789,4.4560194
1211049,1.768522,-1.2272589,.29158777,.65339643,-.64193791,.92591667,.21059161,-.21643965,.55712867,-1.1464152,-1.9683788,-1.1890664,,-1.4262642,-2.3287139,-2.9991629,-2.4197767,2.760123,-.30451858,-2.823709,-1.5961872,-.11193562,1.2023172,.032000002,.93099999,.72600001,72290.07,.097999997,.107,.41299999,.16599999,16508.98,.029999999,-.456,.155,-.21600001,-21468.629,.077,.132,1.165,.214,21264.369,.045000002,-1.304,-.024,-1.04,-103575.45,.13600001,-245.5,72.5,2.0829999,207469.78,.90399998,-.44400001,.096000001,-.204,-20288.746,.059,-.67699999,.36000001,-.55800003,-55521.457,.041000001,.94599998,.99900001,.991,98668.109,.0040000002,-.82099998,.081,-.45899999,-45707.496,.057999998,-.50400001,.117,-.264,-26327.521,.071000002,.142,.884,.77600002,77247.922,.068999998,-.80599999,.0070000002,-.71499997,-71181.563,.050000001,1.331,16.280001,8.5780001,854209.5,2.316,-.76499999,.124,-.55800003,-55610.887,.093000002,-.67699999,.36000001,-.55800003,-55521.457,.041000001,-.2,.74599999,.221,21968.992,.103,.213,1.326,1.163,115853.65,.103,.142,.884,.77600002,77244.031,.068999998,-.117,.50400001,.264,26327.521,.071000002,828,2512,1588.926,158226845,329.871,0,63.348999,24.75,2464590,11.287,210490000002,21,49,448,.007777778,.16227962,7.8462472,7.6839676,.70022923,.90854436,313.7027,.38464093,1.4889981,448,.007777778,.069311149,6.5088539,6.4395428,.54788661,.75042731,245.45319,.30627826,1.1626314,448,.007777778,.2862418,8.4719181,8.1856766,.80001438,.93947333,358.40643,.49548849,1.4914974,448,.007777778,.29303282,7.8711743,7.5781417,.80213398,.86357069,359.35602,.51665199,1.5086734,448,.007777778,.23463684,7.4778647,7.243228,.76014173,.83038706,340.54352,.46644679,1.5189052,448,.007777778,.37652802,6.7737694,6.3972411,.84213424,.74277204,377.27615,.58830804,1.5328313,448,.007777778,.38728961,5.465847,5.0785575,.83501369,.64111781,374.08612,.61517602,1.398308
